playtime target_pos(x) target_pos(y) target_pos(z) current_pos(x) current_pos(y) current_pos(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
10.117 0.25 0.28 0.65 0.553888 0.000760464 0.623693    0.0019221  -0.00640252   0.00194606     -1.57814 -7.37814e-05      1.56888     0.789124
10.118 0.25 0.28 0.65 0.553872 0.000775804 0.623694   0.00194898  -0.00650372   0.00197358     -1.57825 -7.37615e-05      1.56888     0.789175
10.119 0.25 0.28 0.65 0.553855 0.000791311 0.623695   0.00197601  -0.00660551   0.00200125     -1.57836 -7.37334e-05      1.56887     0.789227
10.12 0.25 0.28 0.65 0.553838 0.000806984 0.623695   0.0020032 -0.00670791   0.0020291    -1.57847 -7.3697e-05     1.56886    0.789279
10.121 0.25 0.28 0.65 0.553821 0.000822824 0.623696   0.00203054  -0.00681091    0.0020571     -1.57859 -7.36522e-05      1.56886     0.789331
10.122 0.25 0.28 0.65 0.553804 0.00083883 0.623697   0.00205803  -0.00691451   0.00208528      -1.5787 -7.35989e-05      1.56885     0.789384
10.123 0.25 0.28 0.65 0.553786 0.000855002 0.623698   0.00208568   -0.0070187   0.00211361     -1.57881 -7.35369e-05      1.56885     0.789436
10.124 0.25 0.28 0.65 0.553769 0.000871342 0.623698   0.00211347  -0.00712349   0.00214211     -1.57893 -7.34663e-05      1.56884     0.789489
10.125 0.25 0.28 0.65 0.553751 0.000887848 0.623699   0.00214142  -0.00722888   0.00217077     -1.57904 -7.33868e-05      1.56884     0.789543
10.126 0.25 0.28 0.65 0.553733 0.00090452 0.6237   0.00216952  -0.00733486    0.0021996     -1.57916 -7.32984e-05      1.56884     0.789597
10.127 0.25 0.28 0.65 0.553715 0.00092136 0.623701   0.00219778  -0.00744144   0.00222859     -1.57927 -7.32009e-05      1.56883      0.78965
10.128 0.25 0.28 0.65 0.553696 0.000938367 0.623702   0.00222618   -0.0075486   0.00225774     -1.57939 -7.30943e-05      1.56883     0.789705
10.129 0.25 0.28 0.65 0.553678 0.00095554 0.623703   0.00225473  -0.00765636   0.00228706     -1.57951 -7.29785e-05      1.56882     0.789759
10.13 0.25 0.28 0.65 0.553659 0.000972881 0.623704   0.00228344   -0.0077647   0.00231653     -1.57963 -7.28533e-05      1.56882     0.789814
10.131 0.25 0.28 0.65 0.55364 0.000990389 0.623705   0.00231229  -0.00787363   0.00234617     -1.57975 -7.27187e-05      1.56881     0.789869
10.132 0.25 0.28 0.65 0.553621 0.00100806 0.623706    0.0023413  -0.00798315   0.00237597     -1.57987 -7.25745e-05      1.56881     0.789924
10.133 0.25 0.28 0.65 0.553602 0.00102591 0.623707   0.00237045  -0.00809325   0.00240594     -1.57999 -7.24206e-05       1.5688      0.78998
10.134 0.25 0.28 0.65 0.553582 0.00104392 0.623708   0.00239975  -0.00820393   0.00243606     -1.58011 -7.22569e-05       1.5688     0.790036
10.135 0.25 0.28 0.65 0.553563 0.00106209 0.623709    0.0024292   -0.0083152   0.00246635     -1.58023 -7.20834e-05      1.56879     0.790092
10.136 0.25 0.28 0.65 0.553543 0.00108044 0.62371    0.0024588  -0.00842705    0.0024968     -1.58035 -7.18999e-05      1.56879     0.790148
